Date,classification,total_pnl,avg_pnl,total_volume,trade_count
09-03-2024,Extreme Greed,179922.6132,46.62415474,15824665.91,3859
03-07-2024,Neutral,119572.1048,76.4527524,13777564.09,1564
27-10-2024,Greed,54376.25825,13.23023315,45064784.58,4110
19-02-2025,Fear,3197553.749,154.2476483,321300237.9,20730
